row_index,voter_name,raw_title,raw_year,raw_director,canonical_id,resolved_year,flag_types
286,Rommy Albers,Im Lauf Der Zeit,1976,Wim Wenders,F:ecd874fca144,1976,
287,Rommy Albers,"Hitler, a film from Germany",1977,Hans Jürgen Syberberg,F:e70b97ffada6,1977,
288,Marcelo Alderete,La COLLECTIONNEUSE,1966,Eric Rohmer,F:391303f33124,1966,
289,Marcelo Alderete,Wanda,1970,Barbara Loden,F:15bcedf51ef8,1970,
290,Marcelo Alderete,Two-lane Blacktop,1971,Monte Hellman,F:d63f22c37e98,1971,
291,Marcelo Alderete,Blow Out,1981,Brian De Palma,F:a7fb4794b496,1981,
292,Marcelo Alderete,Histoire(s) du Cinéma,1988,Jean-Luc Godard,F:7a7c0ff849d4,1988,
293,Marcelo Alderete,Hui dao feng huang qiao (Out of the Phoenix Bridge),1997,Hong Li,F:dd6224a2afb8,1997,
294,Marcelo Alderete,La CHOUETTE AVEUGLE,1987,Raúl Ruiz,F:78187c278ed3,1987,
295,Marcelo Alderete,Meshes of the Afternoon,1943,"Maya Deren, Alexander Hackenschmied",F:090832505b0f,1943,
296,Marcelo Alderete,Gue Mool,2006,Bong Joon-ho,F:01f13a3870f3,2006,
297,Marcelo Alderete,The Man Who Shot Liberty Valance,1962,John Ford,F:87ddccd7c29d,1962,
298,Neta Alexander,Modern Times,1936,Charles Chaplin,F:665eab0ab9d1,1936,
299,Neta Alexander,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
300,Neta Alexander,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
301,Neta Alexander,Suspense,1913,"Lois Weber, Phillips Smalley",F:1ec59921ffd0,1913,
302,Neta Alexander,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
303,Neta Alexander,Nitrate Kisses,1992,Barbara Hammer,F:dfc3ec48e6dd,1992,
304,Neta Alexander,Toni Erdmann,2016,Maren Ade,F:df99a097e950,2016,
305,Neta Alexander,Kill Bill I + II,2003,Quentin Tarantino,F:c7207be8bc73,2003,
306,Neta Alexander,Boyhood,2014,Richard Linklater,F:41912772ddcd,2014,
307,Neta Alexander,Girlhood,2014,Céline Sciamma,F:3d57bbc1680d,2014,
308,Francisco Algarín Navarro,Bent Time,1983,Barbara Hammer,F:1f0ca375af6b,1983,
309,Francisco Algarín Navarro,Before Need Redressed,1994,"Gunvor Nelson, Dorothy Wiley",F:c0c04fa29ecf,1994,
310,Francisco Algarín Navarro,Garden Pieces,1998,Margaret Tait,F:6ccdefca0b58,1998,
311,Francisco Algarín Navarro,Kaldalon,1971,Dore O.,F:68e1f9f01713,1971,
312,Francisco Algarín Navarro,Lady Lazarus,1991,Sandra Lahire,F:db6b94d35e6f,1991,
313,Francisco Algarín Navarro,Notebook,1963,Marie Menken,F:0baa8d425a5d,1963,
314,Francisco Algarín Navarro,Plumb Line,1972,Carolee Schneemann,F:5a4af43e909a,1972,
315,Francisco Algarín Navarro,Señora con flores,1995,Chick Strand,F:6469c41806aa,1995,
316,Francisco Algarín Navarro,Voiliers et coquelicots,2002,Rose Lowder,F:ab12d0c9c355,2002,
317,Jonathan Ali,36 Chowringhee Lane,1981,Aparna Sen,F:a064dc2569b9,1981,
318,Jonathan Ali,Le Bonheur,1965,Agnès Varda,F:e147c7e3e29c,1965,
319,Jonathan Ali,The Gospel According to St. Matthew,1964,Pier Paolo Pasolini,F:55ad4fb0baae,1964,
320,Jonathan Ali,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
321,Jonathan Ali,Meek's Cutoff,2010,Kelly Reichardt,F:5e201ce6e4d7,2010,
322,Jonathan Ali,Memories of Underdevelopment,1968,Tomás Gutiérrez Alea,F:f9b6370c1fc2,1968,
323,Jonathan Ali,No Place Like Home,2019,Perry Henzell,F:3a0961a7d16c,2019,
324,Jonathan Ali,Sea in the Blood,2000,Richard Fung,F:2b7e39190eaa,2000,
325,Jonathan Ali,The Terror and the Time,1979,The Victor Jara Collective,F:ab3814660fc0,1979,
326,Jonathan Ali,West Indies: The Fugitive Slaves of Liberty,1979,Med Hondo,F:b7b17347ab6a,1979,
327,Mubarak Ali,Céline and Julie Go Boating,1974,Jacques Rivette,F:4e2bc3c14baa,1974,
328,Mubarak Ali,Histoire(s) du Cinéma,1988,Jean-Luc Godard,F:7a7c0ff849d4,1988,
329,Mubarak Ali,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
330,Mubarak Ali,Killer of Sheep,1977,Charles Burnett,F:0565ff7fd56c,1977,
331,Mubarak Ali,Late Spring,1949,Yasujirō Ozu,F:7cdcf0b32a06,1949,
332,Mubarak Ali,Monsieur Verdoux,1947,Charles Chaplin,F:47aed005507a,1947,
333,Mubarak Ali,La Maman et la Putain,1973,Jean Eustache,F:f487433720d3,1973,
334,Mubarak Ali,Salomé,1976,Teo Hernández,F:015ca6b0fd67,1976,
335,Mubarak Ali,Siddheshwari Devi,1989,Mani Kaul,F:3ed8fcd3c75c,1989,
336,Mubarak Ali,"Too Early, Too Late",1982,"Jean-Marie Straub, Danièle Huillet",F:09874e3f5d06,1982,
337,Sitora Alieva,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
338,Sitora Alieva,O Lucky Man!,1973,Lindsay Anderson,F:5931e44a9fad,1973,
339,Sitora Alieva,Mirror,1975,Andrei Tarkovsky,F:29e8c2663329,1975,
340,Sitora Alieva,Taxi Driver,1976,Martin Scorsese,F:d472058d559a,1976,
341,Sitora Alieva,Melancholia,2011,Lars von Trier,F:9daa251a7795,2011,
342,Sitora Alieva,La Vie d'Adèle  Chapitres 1 et 2,2013,Abdel Kechiche,F:1f696ff5de67,2013,
343,Sitora Alieva,Loveless,2017,Andrey Zvyagintsev,F:1174da45c280,2017,
344,Sitora Alieva,Once Upon a Time... in Hollywood,2019,Quentin Tarantino,F:6bd726b305a8,2019,
345,Sitora Alieva,Parasite,2019,Bong Joon-ho,F:b0360159539e,2019,
346,Sitora Alieva,Gûzen to sôzô,2021,Ryusuke Hamaguchi,F:dd508c3a270d,2021,
347,Khalik Allah,Kakushi Toride No San-Akunin,1958,Akira Kurosawa,F:bfcbebab5dec,1958,
348,Khalik Allah,Belly,1998,Hype Williams,F:5086f9152aaf,1998,
349,Khalik Allah,The Egyptian,1954,Michael Curtiz,F:17921fa670f1,1954,
350,Khalik Allah,"Bom, Teoreum, Gaeul, Gyeowool, Geurigo, Bom",2003,Kim Ki-deok,F:8a7b215262e4,2003,
351,Khalik Allah,Malcolm X,1992,Spike Lee,F:f4b3aaca24c7,1992,
352,Khalik Allah,Kids,1995,Larry Clark,F:d6e0f91da95c,1995,
353,Khalik Allah,Akahige,1965,Akira Kurosawa,F:18febe4125b6,1965,
354,Khalik Allah,Being There,1979,Hal Ashby,F:5f021aa369d3,1979,
355,Khalik Allah,La Rivière du Hibou,1961,Robert Enrico,F:e731e612e618,1961,
356,Khalik Allah,Ostrov,2006,Pavel Lounguine,F:36807722640e,2006,
357,Sandra Alland,Crip Camp: A Disability Revolution,2020,"James Lebrecht, Nicole Newnham",F:e7ffac0861c7,2020,
358,Sandra Alland,"Two Cars, One Night",2003,Taika Waititi,F:77c66df4e8e1,2003,
359,Sandra Alland,Me and You and Everyone We Know,2005,Miranda July,F:7a86f6bfe4b7,2005,
360,Sandra Alland,But I'm a Cheerleader,1999,Jamie Babbit,F:ab87aa838d6d,1999,
361,Sandra Alland,Muriel's Wedding,1994,P.J. Hogan,F:42f24d671f9a,1994,
362,Sandra Alland,The Station Agent,2003,Thomas McCarthy,F:cf622d49687f,2003,
363,Sandra Alland,Bound,1996,Lana and Lilly Wachowski,F:5e55d15a0567,1996,
364,Sandra Alland,Sorry to Bother You,2018,Boots Riley,F:92dbbd1bb00b,2018,
365,Sandra Alland,Unrest,2017,Jennifer Brea,F:6e443948b1d8,2017,
366,Sandra Alland,Freaks,1932,Tod Browning,F:ab0f17904050,1932,
367,Julien Allen,Au hasard Balthazar,1966,Robert Bresson,F:813bde6e3053,1966,
368,Julien Allen,Europa '51,1952,Roberto Rossellini,F:5c226aa5de90,1952,
369,Julien Allen,Frenzy,1972,Alfred Hitchcock,F:85023f1ca7a0,1972,
370,Julien Allen,The Sorrow and the Pity,1969,Marcel Ophüls,F:66f271e27785,1969,
371,Julien Allen,The Life and Death of Colonel Blimp,1943,"Michael Powell, Emeric Pressburger",F:4418a62420bf,1943,
372,Julien Allen,Touch of Evil,1958,Orson Welles,F:76f8cccf860c,1958,
373,Julien Allen,Only Angels Have Wings,1939,Howard Hawks,F:d2e4f5e8f98d,1939,
374,Julien Allen,Le PLAISIR,1951,Max Ophuls,F:f88fe6fb9a21,1951,
375,Julien Allen,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
376,Julien Allen,The New World,2005,Terrence Malick,F:82871fa40fd5,2005,
377,Thomas Allenbach,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
378,Thomas Allenbach,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
379,Thomas Allenbach,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
380,Thomas Allenbach,Killer of Sheep,1977,Charles Burnett,F:0565ff7fd56c,1977,
381,Thomas Allenbach,Le Mépris,1963,Jean-Luc Godard,F:8fe1bdde11ef,1963,
382,Thomas Allenbach,Leviathan,2012,"Lucien Taylor, Véréna Paravel",F:214b96df970a,2012,
383,Thomas Allenbach,Sherlock Jr.,1924,Buster Keaton,F:03809811ea9b,1924,
384,Thomas Allenbach,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
385,Thomas Allenbach,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
386,Thomas Allenbach,Au hasard Balthazar,1966,Robert Bresson,F:813bde6e3053,1966,
387,Claire Allouche,People on Sunday,1930,Robert Siodmak,F:96b0125c2257,1930,
388,Claire Allouche,Invasión,1969,Hugo Santiago,F:73bc2b4ab8ea,1969,
389,Claire Allouche,Out 1,1990,Jacques Rivette,F:ff478deae1ed,1990,
390,Claire Allouche,Reminiscences of a Journey to Lithuania,1972,Jonas Mekas,F:091d6c34db3a,1972,
391,Claire Allouche,Touki Bouki,1973,Djibril Diop Mambéty,F:c22c42cd69b9,1973,
392,Claire Allouche,Route One/Usa,1990,Robert Kramer,F:2e82de15bf77,1990,
393,Claire Allouche,Amsterdam Global Village,1996,Johan van der Keuken,F:da8f9dbede74,1996,
394,Claire Allouche,On connaît la chanson,1997,Alain Resnais,F:83532d3be249,1997,
395,Claire Allouche,La ciénaga,2001,Lucrecia Martel,F:2da4899c687b,2001,
396,Claire Allouche,Tropical Malady,2004,Apichatpong Weerasethakul,F:f87b3c091815,2004,
397,Nellie Alston,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
398,Nellie Alston,Shoah,1985,Claude Lanzmann,F:cbb0587ba064,1985,
399,Nellie Alston,Aruitemo Aruitemo,2008,Hirokazu Koreeda,F:a7dc5420f605,2008,
400,Nellie Alston,Girlhood,2014,Céline Sciamma,F:3d57bbc1680d,2014,
401,Nellie Alston,Fear Eats the Soul,1974,Rainer Werner Fassbinder,F:10e86670da04,1974,
402,Nellie Alston,Shame,2011,Steve McQueen,F:c634a396ca86,2011,
403,Nellie Alston,Call Me by Your Name,2017,Luca Guadagnino,F:9092dd8aef43,2017,
404,Nellie Alston,Un amour de jeunesse,2011,Mia Hansen-Løve,F:71104744785f,2011,
405,Nellie Alston,Inside Llewyn Davis,2012,"Joel Coen, Ethan Coen",F:72589a3b5fa2,2012,
406,Nellie Alston,The Umbrellas of Cherbourg,1964,Jacques Demy,F:28d41c264f9a,1964,
407,Tunico Amâncio,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
408,Tunico Amâncio,Sunset Blvd.,1950,Billy Wilder,F:8b4b310f435e,1950,
409,Tunico Amâncio,Limite,1931,Mário Peixoto,F:19eb92f7e110,1931,
410,Tunico Amâncio,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
411,Tunico Amâncio,Pulp Fiction,1994,Quentin Tarantino,F:93a1beda19cd,1994,
412,Tunico Amâncio,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
413,Tunico Amâncio,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
414,Tunico Amâncio,Last Year at Marienbad,1961,Alain Resnais,F:0df7362f710e,1961,
415,Tunico Amâncio,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
416,Tunico Amâncio,Terra Em Transe,1967,Glauber Rocha,F:9f4bdfd01cfb,1967,
417,Shola Amoo,Yabu No Naka No Kuroneko,1968,Kaneto Shindo,F:d0763320d002,1968,
418,Shola Amoo,Un prophète,2009,Jacques Audiard,F:9b6d7e6fd7d3,2009,
419,Shola Amoo,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
420,Shola Amoo,The New World,2005,Terrence Malick,F:82871fa40fd5,2005,
421,Shola Amoo,Drive,2011,Nicolas Winding Refn,F:2e9ddad51cab,2011,
422,Shola Amoo,Blade Runner,1982,Ridley Scott,F:4434c6705bd6,1982,
423,Shola Amoo,Akira,1987,Katsuhiro Otomo,F:4cce2f95dd1b,1987,
424,Shola Amoo,The Matrix,1999,The Wachowskis,F:57a1bf06a3b8,1999,
425,Shola Amoo,Bad Lieutenant,1992,Abel Ferrara,F:99516bf5226c,1992,
426,Shola Amoo,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
427,Salvador Amores,Stars in My Crown,1949,Jacques Tourneur,F:f128272fb973,1949,
428,Salvador Amores,Europa '51,1952,Roberto Rossellini,F:5c226aa5de90,1952,
429,Salvador Amores,Sansho the Bailiff,1954,Kenji Mizoguchi,F:b7dbf64232a8,1954,
430,Salvador Amores,An Affair to Remember,1957,Leo McCarey,F:894a2bacef7f,1957,
431,Salvador Amores,Midareru,1964,Mikio Naruse,F:52158130c010,1964,
432,Salvador Amores,Still,1969,Ernie Gehr,F:0c9e13f7c1bd,1969,
433,Salvador Amores,Francisca,1981,Manoel de Oliveira,F:92f70cc71273,1981,
434,Salvador Amores,Encore,1988,Paul Vecchiali,F:5c7b5c32176b,1988,
435,Salvador Amores,La BELLE NOISEUSE,1991,Jacques Rivette,F:a0352b39f069,1991,
436,Salvador Amores,La vallée close,1995,Jean-Claude Rousseau,F:46db5f2ee505,1995,
437,Diego Andaluz,The Tree of Life,2010,Terrence Malick,F:7af3bfecc2a8,2010,
438,Diego Andaluz,Mirror,1975,Andrei Tarkovsky,F:29e8c2663329,1975,
439,Diego Andaluz,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
440,Diego Andaluz,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
441,Diego Andaluz,The Holy Mountain,1973,Alejandro Jodorowsky,F:993081619bf4,1973,
442,Diego Andaluz,Eraserhead,1976,David Lynch,F:d0416491dc50,1976,
443,Diego Andaluz,Parasite,2019,Bong Joon-ho,F:b0360159539e,2019,
444,Diego Andaluz,Come and See,1985,Elem Klimov,F:f376d0dacdd0,1985,
445,Diego Andaluz,Na srebrnym globie,1988,Andrzej Zulawski,F:3deebe327b41,1988,
446,Diego Andaluz,It Has To Be Lived Once and Dreamed Twice,2019,Rainer Kohlberger,F:98bb0cf30f73,2019,
447,Nirit Anderman,A Woman under the Influence,1974,John Cassavetes,F:c78c6b97f980,1974,
448,Nirit Anderman,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
449,Nirit Anderman,Some Like It Hot,1959,Billy Wilder,F:f44713a09e4d,1959,
450,Nirit Anderman,Persona,1966,Ingmar Bergman,F:97b42f962368,1966,
451,Nirit Anderman,Fear Eats the Soul,1974,Rainer Werner Fassbinder,F:10e86670da04,1974,
452,Nirit Anderman,Persepolis,2007,"Vincent Paronnaud, Marjane Satrapi",F:e4227f57ad92,2007,
453,Nirit Anderman,"Mujeres al borde de un ataque de ""nervios""",1988,Pedro Almodóvar,F:f60d8a411d0b,1988,
454,Nirit Anderman,The Lobster,2015,Yorgos Lanthimos,F:9dcda2fe3a7e,2015,
455,Nirit Anderman,The Passion of Joan of Arc,1927,Carl Th. Dreyer,F:ec7726632ac1,1927,
456,Nirit Anderman,Never Rarely Sometimes Always,2020,Eliza Hittman,F:e0116f38d00c,2020,
457,Allison Anders,A Hard Day's Night,1964,Richard Lester,F:e414fbe0b027,1964,
458,Allison Anders,Giant,1956,George Stevens,F:b73822cfb14f,1956,
459,Allison Anders,Odd Man Out,1947,Carol Reed,F:4f6998b28856,1947,
460,Allison Anders,Wanda,1970,Barbara Loden,F:15bcedf51ef8,1970,
461,Allison Anders,Bless Their Little Hearts,1983,Billy Woodberry,F:264b0bf1dd83,1983,
462,Allison Anders,Alice In Den Städten,1974,Wim Wenders,F:8ccaf0311759,1974,
463,Allison Anders,Tirez Sur Le Pianiste,1960,François Truffaut,F:c6032c33754d,1960,
464,Allison Anders,Two-lane Blacktop,1971,Monte Hellman,F:d63f22c37e98,1971,
465,Allison Anders,Harold and Maude,1971,Hal Ashby,F:424f6f84bc29,1971,
466,Allison Anders,Cabaret,1972,Bob Fosse,F:2a9843e83d75,1972,
467,Jason Anderson,Stalker,1979,Andrei Tarkovsky,F:125061f190de,1979,
468,Jason Anderson,L'Atalante,1934,Jean Vigo,F:2bcbc58a252d,1934,
469,Jason Anderson,Beau travail,1998,Claire Denis,F:325075869126,1998,
470,Jason Anderson,La Région Centrale,1971,Michael Snow,F:853aa70a4537,1971,
471,Jason Anderson,Singin' in the Rain,1951,"Gene Kelly, Stanley Donen",F:38ccb3d447c3,1951,
472,Jason Anderson,The Quince Tree Sun,1992,Víctor Erice,F:8db25a4797e8,1992,
473,Jason Anderson,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,F:77324d1d150c,2010,
474,Jason Anderson,A Brighter Summer Day,1991,Edward Yang,F:aa65b1eedc05,1991,
475,Jason Anderson,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
476,Jason Anderson,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
477,Wes Anderson,La Grande Illusion,1937,Jean Renoir,F:53f709905db4,1937,
478,Wes Anderson,Quai Des Orfèvres,1947,Henri-Georges Clouzot,F:c958592352bf,1947,
479,Wes Anderson,Madame de...,1953,Max Ophuls,F:4996e9b10df0,1953,
480,Wes Anderson,Vivre sa vie,1962,Jean-Luc Godard,F:20a0a276094a,1962,
481,Wes Anderson,L' Homme Qui Aimait Les Femmes,1977,François Truffaut,F:2b67b7ec085e,1977,
482,Wes Anderson,Loulou,1980,Maurice Pialat,F:b7a3542a9794,1980,
483,Wes Anderson,Vagabond,1985,Agnès Varda,F:dd03c7ae8bd4,1985,
484,Wes Anderson,"Olivier, Olivier",1992,Agnieszka Holland,F:b5a761c3c824,1992,
485,Wes Anderson,Ça Commence Aujourd'Hui,1999,Bertrand Tavernier,F:64d800fc0575,1999,
486,Wes Anderson,Rois Et Reine,2004,Arnaud Desplechin,F:232b55ecd0c7,2004,
487,Roy Andersson,Bicycle Thieves,1948,Vittorio De Sica,F:edfb01f5a9d6,1948,
488,Roy Andersson,Hiroshima mon amour,1959,Alain Resnais,F:838a18661382,1959,
489,Roy Andersson,Viridiana,1961,Luis Buñuel,F:4bbf32d00fd9,1961,
490,Roy Andersson,Rashomon,1950,Akira Kurosawa,F:bee09401fa7d,1950,
491,Roy Andersson,Barry Lyndon,1975,Stanley Kubrick,F:6d78c0ecb7e7,1975,
492,Roy Andersson,La Grande Illusion,1937,Jean Renoir,F:53f709905db4,1937,
493,Roy Andersson,Andrei Rublev,1966,Andrei Tarkovsky,F:b5749f03606c,1966,
494,Roy Andersson,Amarcord,1972,Federico Fellini,F:4c53a001a92c,1972,
495,Roy Andersson,Popiol I Diament,1958,Andrzej Wajda,F:6c5a28405e28,1958,
496,Roy Andersson,La notte,1961,Michelangelo Antonioni,F:296c885895bb,1961,
497,Fábio Andrade,Histoire(s) du Cinéma,1988,Jean-Luc Godard,F:7a7c0ff849d4,1988,
498,Fábio Andrade,Twenty Years Later,1984,Eduardo Coutinho,F:6158c3acae8a,1984,
499,Fábio Andrade,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
500,Fábio Andrade,A Brighter Summer Day,1991,Edward Yang,F:aa65b1eedc05,1991,
501,Fábio Andrade,Makwayela,1977,Jacques d'Arthuys; Jean Rouch,F:833bef0fbef2,1977,
502,Fábio Andrade,Symbiopsychotaxiplasm: Take One,1967,William Greaves,F:930e2118f326,1967,
503,Fábio Andrade,The Lyre of Delight,1978,Walter Lima Júnior,F:e3ca227bfcab,1978,
504,Fábio Andrade,Trouble Every Day,2001,Claire Denis,F:f1f9458aedc5,2001,
505,Fábio Andrade,Museum Hours,2012,Jem Cohen,F:8b7b711a6e5c,2012,
506,Fábio Andrade,Sem Titulo #1: Dance of Leitfossil,2014,Carlos Adriano,F:ba13ec1a812e,2014,
507,Dudley Andrew,A City of Sadness,1989,Hou Hsiao-Hsien,F:72d8bc7578ad,1989,
508,Dudley Andrew,Sansho the Bailiff,1954,Kenji Mizoguchi,F:b7dbf64232a8,1954,
509,Dudley Andrew,L'Atalante,1934,Jean Vigo,F:2bcbc58a252d,1934,
510,Dudley Andrew,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
511,Dudley Andrew,Jules et Jim,1962,François Truffaut,F:4fd3c9a708f4,1962,
512,Dudley Andrew,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
513,Dudley Andrew,Yi Yi,1999,Edward Yang,F:002c591e702f,1999,
514,Dudley Andrew,Shi Jie,2004,Jia Zhangke,F:da2a7a0ed7fa,2004,
515,Dudley Andrew,Bir zamanlar Anadolu'da,2011,Nuri Bilge Ceylan,F:f96da45e774e,2011,
516,Dudley Andrew,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
517,Geoff Andrew,The General,1926,"Buster Keaton, Clyde Bruckman",F:f5b23bc11b1d,1926,
518,Geoff Andrew,L'Atalante,1934,Jean Vigo,F:2bcbc58a252d,1934,
519,Geoff Andrew,His Girl Friday,1939,Howard Hawks,F:84fa7c2219d2,1939,
520,Geoff Andrew,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
521,Geoff Andrew,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
522,Geoff Andrew,Persona,1966,Ingmar Bergman,F:97b42f962368,1966,
523,Geoff Andrew,Ma nuit chez Maud,1969,Eric Rohmer,F:ece757e25684,1969,
524,Geoff Andrew,Le VENT NOUS EMPORTERA,1999,Abbas Kiarostami,F:da2081de6713,1999,
525,Geoff Andrew,Beau travail,1998,Claire Denis,F:325075869126,1998,
526,Geoff Andrew,La Morte Rouge,2006,Víctor Erice,F:96b629ea4177,2006,
527,Mallory Andrews,All That Jazz,1979,Bob Fosse,F:3dc11a61f1ca,1979,
528,Mallory Andrews,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
529,Mallory Andrews,Eyes Wide Shut,1999,Stanley Kubrick,F:727b4a394724,1999,
530,Mallory Andrews,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
531,Mallory Andrews,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
532,Mallory Andrews,Le notti di Cabiria,1957,Federico Fellini,F:d82151d9c18c,1957,
533,Mallory Andrews,Picnic at Hanging Rock,1975,Peter Weir,F:3870d5428078,1975,
534,Mallory Andrews,Playtime,1967,Jacques Tati,F:75046ffb9b38,1967,
535,Mallory Andrews,Ran,1985,Akira Kurosawa,F:477977925947,1985,
536,Mallory Andrews,Stagecoach,1939,John Ford,F:a5770030b496,1939,
537,Nigel Andrews,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
538,Nigel Andrews,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
539,Nigel Andrews,Spirited Away,2001,Hayao Miyazaki,F:fbac63dcd9cf,2001,
540,Nigel Andrews,Nosferatu,1922,F.W. Murnau,F:a6b2d4ef6e92,1922,
541,Nigel Andrews,The Godfather Part II,1974,Francis Ford Coppola,F:f71879711b8f,1974,
542,Nigel Andrews,Earth,1930,Alexander Dovzhenko,F:83d479d3ae29,1930,
543,Nigel Andrews,"Aguirre, Wrath of God",1972,Werner Herzog,F:146ec1241d81,1972,
544,Nigel Andrews,The Act of Killing,2012,Joshua Oppenheimer,F:7c9c923f35c0,2012,
545,Nigel Andrews,Blade Runner,1982,Ridley Scott,F:4434c6705bd6,1982,
546,Nigel Andrews,The Nutty Professor,1963,Jerry Lewis,F:dbe689086831,1963,
547,Javier Angulo,Metropolis,1927,Fritz Lang,F:6b927993e1e1,1927,
548,Javier Angulo,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
549,Javier Angulo,North by Northwest,1959,Alfred Hitchcock,F:176166e412b4,1959,
550,Javier Angulo,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
551,Javier Angulo,À bout de souffle,1960,Jean-Luc Godard,F:7b5d85393630,1960,
552,Javier Angulo,A Clockwork Orange,1971,Stanley Kubrick,F:73ac13372020,1971,
553,Javier Angulo,Breaking the Waves,1996,Lars von Trier,F:d62c40a3d88f,1996,
554,Javier Angulo,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
555,Javier Angulo,The Thin Red Line,1998,Terrence Malick,F:299aafd38526,1998,
556,Javier Angulo,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
557,Alberto Anile,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
558,Alberto Anile,Les Enfants du paradis,1945,Marcel Carné,F:e3db72878efa,1945,
559,Alberto Anile,City Lights,1931,Charles Chaplin,F:7dacc043e524,1931,
560,Alberto Anile,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
561,Alberto Anile,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
562,Alberto Anile,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
563,Alberto Anile,Bicycle Thieves,1948,Vittorio De Sica,F:edfb01f5a9d6,1948,
564,Alberto Anile,Once upon a Time in America,1983,Sergio Leone,F:d4937a407577,1983,
565,Alberto Anile,The Leopard,1963,Luchino Visconti,F:078c56f7dec6,1963,
566,Alberto Anile,Cries and Whispers,1972,Ingmar Bergman,F:0c208843518d,1972,
567,Corrina Antrobus,Casino,1995,Martin Scorsese,F:96db1ec94fd6,1995,
568,Corrina Antrobus,William Shakespeare's Romeo + Juliet,1996,Baz Luhrmann,F:ffdb9349f92c,1996,
569,Corrina Antrobus,Set It Off,1996,F. Gary Gray,F:bc23a0b30cb0,1996,
570,Corrina Antrobus,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
571,Corrina Antrobus,Malcolm X,1992,Spike Lee,F:f4b3aaca24c7,1992,
572,Corrina Antrobus,ear for eye,2021,debbie tucker green,F:34fc9bb1c02f,2021,
573,Corrina Antrobus,Atlantique,2019,Mati Diop,F:29be497f95ce,2019,
574,Corrina Antrobus,Wonderland,1999,Michael Winterbottom,F:d284e87081b9,1999,
