canonical_id,canonical_title,canonical_director,resolved_year,n_rows,vote_count
F:bf3c458ce933,Sånger Från Andra Våningen,Roy Andersson,2000,10,10
F:b36e2106dd8c,Inland Empire,David Lynch,2006,10,10
F:68f067eb3cf7,3 Women,Robert Altman,1977,10,10
F:9f5b0931a0e5,The Lord of the Rings  The Fellowship of the Ring,Peter Jackson,2001,10,10
F:a250f5c6593b,The Wicker Man,Robin Hardy,1973,10,10
F:c2e492d52d62,Tongues Untied,Marlon Riggs,1989,10,10
F:b5e106e52b4d,Midnight Cowboy,John Schlesinger,1969,10,10
F:a2006b1e3f35,Back to the Future,Robert Zemeckis,1985,10,10
F:81e8c65d133e,Roma,Alfonso Cuarón,2018,10,10
F:9e129ad0f5e5,Trás-os-Montes,"António Reis, Margarida Martins Cordeiro",1976,10,10
F:b1d5c192e56b,Miami Vice,Michael Mann,2006,10,10
F:d2f10817bb1e,[Safe],Todd Haynes,1994,10,10
F:ad4f804c3862,Groundhog Day,Harold Ramis,1993,10,10
F:47e745cd663b,The King of Comedy,Martin Scorsese,1983,10,10
F:5bef0b693d91,El,Luis Buñuel,1953,10,10
F:60a4d76c522e,Kind Hearts and Coronets,Robert Hamer,1949,10,10
F:6e63730d04c1,Wagon Master,John Ford,1950,10,10
F:66e0b02405e2,No Country for Old Men,"Joel Coen, Ethan Coen",2007,10,10
F:a76ac58f4952,Opening Night,John Cassavetes,1977,10,10
F:d90030976e74,35 Rhums,Claire Denis,2008,10,10
F:cac0a48aa065,Tristana,Luis Buñuel,1970,10,10
F:62223f240a33,Handsworth Songs,John Akomfrah,1986,10,10
F:537490443a63,"Stromboli, Terra Di Dio",Roberto Rossellini,1950,10,10
F:1b50353487a6,Marnie,Alfred Hitchcock,1964,10,10
F:d19468c67d4e,Cure,Kiyoshi Kurosawa,1998,10,10
F:9cac88a557fd,Carol,Todd Haynes,2014,10,10
F:34eb1ed0c187,Night and Fog,Alain Resnais,1955,10,10
F:e152a2918678,Ivan the Terrible,Sergei M. Eisenstein,1945,10,10
F:9ed099161985,Teorema,Pier Paolo Pasolini,1968,9,9
F:74b03fbb797f,Bab Al-Hadid,Youssef Chahine,1958,9,9
F:167dabbadece,Secrets & Lies,Mike Leigh,1996,9,9
F:e499a42520f0,The Awful Truth,Leo McCarey,1937,9,9
F:e4227f57ad92,Persepolis,"Vincent Paronnaud, Marjane Satrapi",2007,9,9
F:59e546399154,Nomadland,Chloé Zhao,2020,9,9
F:6bd726b305a8,Once Upon a Time... in Hollywood,Quentin Tarantino,2019,9,9
F:4cce2f95dd1b,Akira,Katsuhiro Otomo,1987,9,9
F:ece757e25684,Ma nuit chez Maud,Eric Rohmer,1969,9,9
F:3870d5428078,Picnic at Hanging Rock,Peter Weir,1975,9,9
F:9bc253a7e2b4,Brazil,Terry Gilliam,1985,9,9
F:b8c65bcb3d78,Muriel ou Le Temps d'un retour,Alain Resnais,1963,9,9
F:ed258bfa07e7,L' Empire Des Sens,Nagisa Oshima,1976,9,9
F:cd6c92d24d51,Cinema Paradiso,Giuseppe Tornatore,1988,9,9
F:2a5f669472bc,Mädchen In Uniform,Leontine Sagan,1931,9,9
F:000c71b9b4be,Fantasia,"Ben Sharpsteen, Samuel Armstrong, Samuel Armstrong, James Algar, Bill Roberts, Paul Satterfield, Hamilton Luske, Jim Handley, Ford Beebe, T. Hee, Norman Ferguson, Wilfred Jackson",1940,9,9
F:1df71d95bd96,Wendy and Lucy,Kelly Reichardt,2008,9,9
F:2db574bfef43,Tengoku To Jigoku,Akira Kurosawa,1963,9,9
F:494fd4aacc71,Children of Men,Alfonso Cuarón,2006,9,9
F:d0605fcc213a,La BATALLA DE CHILE: LA LUCHA DE UN PUEBLO SIN ARMAS: LA INSUR ECCION DE LA BURGUESIA,Patricio Guzmán,1975,9,9
F:08cc8188022e,Morte A Venezia,Luchino Visconti,1971,9,9
F:8c5eb94596d0,Written on the Wind,Douglas Sirk,1956,9,9
F:82f51bc15898,One Flew over the Cuckoo's Nest,Milos Forman,1975,9,9
F:b3858d1cff92,Das Cabinet des Dr. Caligari,Robert Wiene,1919,9,9
F:8a2cf62378e3,The Great Dictator,Charles Chaplin,1940,9,9
F:740786459d34,Subarnarekha,Ritwik Ghatak,1965,9,9
F:0330eeb7767e,Rosetta,"Luc Dardenne, Jean-Pierre Dardenne",1999,9,9
F:f6bf4689418e,It Happened One Night,Frank Capra,1934,9,9
F:b10a906b1662,The Philadelphia Story,George Cukor,1940,9,9
F:6461abdfd357,West Side Story,"Robert Wise, Jerome Robbins",1961,9,9
F:f908f6f70606,The Power of the Dog,Jane Campion,2021,9,9
F:a6bd6b25ecb3,Kurutta Ippeiji,Teinosuke Kinugasa,1926,9,9
F:9e11436fa52a,Our Hospitality,"Buster Keaton, John G. Blystone",1923,9,9
F:1025f1ade830,Marketa Lazarová,Frantisek Vlácil,1967,9,9
F:d8ce5441d5f4,Naked,Mike Leigh,1993,9,9
F:75719b21d0aa,The Travelling Players,Theo Angelopoulos,1975,9,9
F:a758f31506ad,The Innocents,Jack Clayton,1961,9,9
F:421a83c66257,Francesco Giullare Di Dio,Roberto Rossellini,1950,9,9
F:bd5b1d907d3a,Mikey and Nicky,Elaine May,1976,9,9
F:fd39b1974fc7,Journal D'Un Curé De Campagne,Robert Bresson,1951,9,9
F:85152d3fca69,The Wind,Victor Sjöström,1928,9,9
F:d8ca1cf0db1b,All My Life,Bruce Baillie,1966,9,9
F:d653d89fbc90,If....,Lindsay Anderson,1968,9,9
F:a89eca461289,Amadeus,Milos Forman,1984,9,9
F:f97978e0dded,The Quiet Man,John Ford,1952,9,9
F:7416e0cb1ff8,Zendegi Va Digar Hich...,Abbas Kiarostami,1992,9,9
F:41a9c0cf626d,Kiss Me Deadly,Robert Aldrich,1955,9,9
F:d270087b657a,American Honey,Andrea Arnold,2016,8,8
F:fd1c97f46249,Festen,Thomas Vinterberg,1998,8,8
F:002dd21bef36,La Haine,Mathieu Kassovitz,1995,8,8
F:79e927c6fa34,Wo Hu Zang Long,Ang Lee,2000,8,8
F:593fbbab1bb0,Kaagaz Ke Phool,Guru Dutt,1959,8,8
F:b7d2e3d83208,Oldboy,Park Chan-wook,2003,8,8
F:0d1fd8db8fb0,No Home Movie,Chantal Akerman,2015,8,8
F:fb1858f30417,Fish Tank,Andrea Arnold,2009,8,8
F:1ec59921ffd0,Suspense,"Lois Weber, Phillips Smalley",1913,8,8
F:f4b3aaca24c7,Malcolm X,Spike Lee,1992,8,8
F:96b0125c2257,People on Sunday,Robert Siodmak,1930,8,8
F:424f6f84bc29,Harold and Maude,Hal Ashby,1971,8,8
F:6c5a28405e28,Popiol I Diament,Andrzej Wajda,1958,8,8
F:5faf4e826922,Lovers Rock,Steve McQueen,2020,8,8
F:4409f275b372,The Dark Knight,Christopher Nolan,2008,8,8
F:7ecd292638a9,The Chelsea Girls,Andy Warhol,1966,8,8
F:afa2cf1bc931,Gone with the Wind,Victor Fleming,1939,8,8
F:f1400046c859,Suna no onna,Hiroshi Teshigahara,1964,8,8
F:a974077eb9e0,Ohayo,Yasujirō Ozu,1959,8,8
F:8c2419d1eecf,Broadcast News,James L. Brooks,1987,8,8
F:5d1eeae30e1c,A Idade Da Terra,Glauber Rocha,1980,8,8
F:1190a83ac033,Tongnian Wangshi,Hou Hsiao-Hsien,1985,8,8
F:09a914de09e9,Fuses,Carolee Schneemann,1967,8,8
F:7de0eaabaf36,Manhattan,Woody Allen,1979,8,8
F:3a1db211ccc6,The Heartbreak Kid,Elaine May,1972,8,8
F:bec332d8ab3d,Il POSTO,Ermanno Olmi,1961,8,8
F:f42a2fe544d1,The Perfumed Nightmare,Kidlat Tahimik,1976,8,8
F:ff8951301912,This Is Spinal Tap   A Rockumentary by Martin Di Bergi,Rob Reiner,1983,8,8
F:3cee3c945b46,The Shawshank Redemption,Frank Darabont,1994,8,8
F:a34902196db2,Dà Hóng Dēnglóng Gāogāo Guà,Zhang Yimou,1991,8,8
F:12fb318fa245,Husbands  A Comedy about Life Death and Freedom,John Cassavetes,1970,8,8
F:ee96362bbbc2,Fargo,Joel Coen,1995,8,8
F:eb763f2d4857,Grey Gardens,"David Maysles, Albert Maysles, Ellen Hovde, Muffie Meyer",1975,8,8
F:297b574430d3,Offret  Sacrificatio,Andrei Tarkovsky,1986,8,8
F:1e4f9a3a4df7,Le Locataire,Roman Polanski,1976,8,8
F:0e8bdbad1acf,Withnail & I,Bruce Robinson,1986,8,8
F:d2f59305f247,I Walked with a Zombie,Jacques Tourneur,1943,8,8
F:b4941e142a34,The Silence of the Lambs,Jonathan Demme,1990,8,8
F:c0e117f757be,La Flor,Mariano Llinás,2018,8,8
F:c0cfeec65d87,The Kid,Charles Chaplin,1921,8,8
F:eb18f3fa5ada,The Exorcist,William Friedkin,1973,8,8
F:6b3a0b38e917,L' Âge d'or,Luis Buñuel,1930,8,8
F:2c1b8d02644e,Pinocchio,"Ben Sharpsteen, Hamilton Luske",1940,8,8
F:ae8a4e6355c1,It's Such a Beautiful Day,Don Hertzfeldt,2012,8,8
F:39e8daa81ee8,Campanadas A Medianoche,Orson Welles,1966,8,8
F:461ce53274b8,Moartea Domnului Lazarescu,Cristi Puiu,2005,8,8
F:caf9aa22da03,Miracolo a Milano,Vittorio De Sica,1951,8,8
F:2c3a29085e12,The Lives of Others,Florian Henckel von Donnersmarck,2006,8,8
F:9223c478b715,"Diaries, Notes & Sketches: Walden",Jonas Mekas,1969,8,8
F:1b9a570555e5,Duck Amuck,Chuck Jones,1951,8,8
F:c64fcab20129,The Graduate,Mike Nichols,1967,8,8
F:c3d63cf2d01a,Chibusa yo eien nare,Kinuyo Tanaka,1955,8,8
F:ebb2737eeb11,Young Mr. Lincoln,John Ford,1939,8,8
F:553ecfd38a6f,Cemetery of Splendour,Apichatpong Weerasethakul,2015,8,8
F:ce83cdfc8504,Zodiac,David Fincher,2007,8,8
F:114b8506a3fa,Pasqualino Settebellezze,Lina Wertmüller,1975,8,8
F:479e6879e365,Dogville,Lars von Trier,2003,8,8
F:5ff8e468e0f2,Splendor in the Grass,Elia Kazan,1961,8,8
F:c6d1318cb697,Zhantai,Jia Zhangke,2000,8,8
F:cd2b19d5e1ca,On the Waterfront,Elia Kazan,1954,8,8
F:3232a2646dad,Xala,Ousmane Sembène,1975,8,8
F:c79c561e7b8b,Die Hard,John McTiernan,1988,7,7
F:c57d23af360b,Margaret,Kenneth Lonergan,2008,7,7
F:ca241fd9482a,Mandabi,Ousmane Sembène,1968,7,7
F:b0ababe3b667,Point Break,Kathryn Bigelow,1991,7,7
F:1bc5acc7eba9,Titane,Julia Ducournau,2020,7,7
F:99525f6dd03f,Dekalog (Decalogue),Krzysztof Kieslowski,1989,7,7
F:6a2cf6c39785,Nostalghia,Andrei Tarkovsky,1983,7,7
F:3d57bbc1680d,Girlhood,Céline Sciamma,2014,7,7
F:09874e3f5d06,"Too Early, Too Late","Jean-Marie Straub, Danièle Huillet",1982,7,7
F:18febe4125b6,Akahige,Akira Kurosawa,1965,7,7
F:ab0f17904050,Freaks,Tod Browning,1932,7,7
F:993081619bf4,The Holy Mountain,Alejandro Jodorowsky,1973,7,7
F:da2081de6713,Le VENT NOUS EMPORTERA,Abbas Kiarostami,1999,7,7
F:b9519c0e0789,The Grapes of Wrath,John Ford,1940,7,7
F:67f9c091abbe,Das TESTAMENT DES DR. MABUSE,Fritz Lang,1933,7,7
F:aa5b85412a3e,Exotica,Atom Egoyan,1994,7,7
F:520af39d3f5c,Arrival,Denis Villeneuve,2016,7,7
F:fa14126df2e7,"Synecdoche, New York",Charlie Kaufman,2008,7,7
F:c823f40274e5,Örökbefogadas,Márta Mészáros,1975,7,7
F:2fad03e3ad97,Umarete Wa Mita Keredo,Yasujirō Ozu,1932,7,7
F:af4e177d1ed2,Make Way for Tomorrow,Leo McCarey,1937,7,7
F:269fc98283c3,The Unknown,Tod Browning,1927,7,7
F:9c7d37d05b63,The Virgin Suicides,Sofia Coppola,1999,7,7
F:8d16a29854c9,The Elephant Man,David Lynch,1980,7,7
F:1a5144262bc4,You Were Never Really Here,Lynne Ramsay,2017,7,7
F:fdbc5f598a2d,Aliens,James Cameron,1986,7,7
F:14731d2d5e4b,Dawn of the Dead,George A. Romero,1978,7,7
F:1637cba8e345,Il Était Une Fois Un Pays,Emir Kusturica,1995,7,7
F:e074ce2e38fe,Scener ur ett äktenskap,Ingmar Bergman,1974,7,7
F:35eee092a1be,La Nuit américaine,François Truffaut,1973,7,7
F:1122a3f5fe74,Variety,Bette Gordon,1984,7,7
F:2b128693df8e,Seppuku,Masaki Kobayashi,1962,7,7
F:621ccae3bfba,Hoop Dreams,Steve James,1994,7,7
F:8398f4e890ff,Showgirls,Paul Verhoeven,1995,7,7
F:93b853b9e717,Aiqing Wansui,Tsai Ming-liang,1994,7,7
F:c3b16d0c3268,Design for Living,Ernst Lubitsch,1933,7,7
F:6206d3e8f67b,La COMMUNE,Peter Watkins,2000,7,7
F:f78b136d089b,Nanook of the North,Robert Flaherty,1922,7,7
F:5a722bb25331,Körkarlen,Victor Sjöström,1921,7,7
F:40a613564501,El verdugo,Luis García Berlanga,1963,7,7
F:fb014edafd5d,Faces,John Cassavetes,1968,7,7
F:248c0540b695,Phantom of the Paradise,Brian De Palma,1974,7,7
F:c075ca5a9bd2,Apur Sansar,Satyajit Ray,1958,7,7
F:34bed313737b,Arrebato,Iván Zulueta,1979,7,7
F:4e1ecc31383f,La Belle et la Bête,Jean Cocteau,1946,7,7
F:4f6f3f9bcf2a,The Servant,Joseph Losey,1963,7,7
F:47f7b6f61804,Le DIABLE PROBABLEMENT,Robert Bresson,1977,7,7
F:b1d3b0d928ca,A Portrait of Ga,Margaret Tait,1952,7,7
F:651d58c8bee5,Tini Zabutykh Predkiv,Sergei Paradjanov,1964,7,7
F:095dd92eb88c,Shoplifters,Hirokazu Koreeda,2018,7,7
F:8e930f89d440,Welfare,Frederick Wiseman,1975,7,7
F:97d8d5966fb4,The Last Picture Show,Peter Bogdanovich,1971,7,7
F:cae7892d945f,First Cow,Kelly Reichardt,2019,7,7
F:3a3ec9a6367f,Mamma Roma,Pier Paolo Pasolini,1962,7,7
F:7583ca385965,Night of the Living Dead,George A. Romero,1968,7,7
F:1e3ff5e811fb,An Elephant Sitting Still,Hu Bo,2018,7,7
F:c247ad9469a4,Hard to Be a God,Alexei German,2013,7,7
F:4869214ea5b6,Clueless,Amy Heckerling,1995,7,7
F:c5f22456b724,The Lady Eve,Preston Sturges,1941,7,7
F:e9309b2e7a6c,Window Water Baby Moving,Stan Brakhage,1959,7,7
F:85e9e329d9df,Sweet Smell of Success,Alexander Mackendrick,1957,7,7
F:ad5fec931766,Terminator 2  Judgment Day,James Cameron,1991,7,7
F:37a9fd3afae9,Stand by Me,Rob Reiner,1986,7,7
F:1ace472ce6a8,Point Blank,John Boorman,1967,7,7
F:1d6863d6fa66,How Green Was My Valley,John Ford,1941,7,7
F:7fdeecd17aea,Astenichesky Sindrom,Kira Muratova,1990,7,7
F:9966e5136279,Rose Hobart,Joseph Cornell,1936,7,7
F:7f53ed4db7b6,Masculin Féminin  15 Faits Précis,Jean-Luc Godard,1966,7,7
F:35c4aff1b6e2,Jalsaghar,Satyajit Ray,1958,7,7
F:e95a92c86c8d,Der blaue Engel,Josef von Sternberg,1930,7,7
F:0813fd94c20e,Girl Friends,Claudia Weill,1978,7,7
F:ab3cd6cbe81e,Shoes,Lois Weber,1916,7,7
F:e2d7ee3e387f,The Emperor's Naked Army Marches On,Kazuo Hara,1987,7,7
F:7a8a830211f9,Titanic,James Cameron,1997,7,7
F:0dfe58c65ddc,Kanehsatake: 270 Years of Resistance,Alanis Obomsawin,1993,7,7
F:1b75128a4d7f,The Apple,Samira Makhmalbaf,1997,7,7
F:1b6216b7041c,À Nos Amours,Maurice Pialat,1983,7,7
F:cebe5457b5ce,Mean Streets,Martin Scorsese,1973,7,7
F:1a94d9f63387,Vredens dag,Carl Th. Dreyer,1943,7,7
F:61afc2a946ee,Star Wars  Episode V  The Empire Strikes Back,Irvin Kershner,1980,7,7
F:6a96906d77f4,W.R. - Mysteries of the Organism,Dusan Makavejev,1971,7,7
F:b5936ac82331,At Land,Maya Deren,1944,7,7
F:30c86f12fae5,Titicut Follies,Frederick Wiseman,1967,7,7
F:a27ff54edcc2,Szegénylegények,Miklós Jancsó,1966,7,7
F:61b7b07d0b46,Certain Women,Kelly Reichardt,2015,7,7
F:459c330913be,Monsoon Wedding,Mira Nair,2001,7,7
F:ea57f6c88dad,Bakushû,Yasujirō Ozu,1951,7,7
F:c29fbb81f64c,Korotkie Vstrechi,Kira Muratova,1987,7,7
F:8a7b215262e4,"Bom, Teoreum, Gaeul, Gyeowool, Geurigo, Bom",Kim Ki-deok,2003,6,6
F:a0c4a4e80efe,12 Angry Men,Sidney Lumet,1956,6,6
F:369267b746ad,The Arbor,Clio Barnard,2010,6,6
F:25344d9e0b31,The Wedding March,Erich von Stroheim,1928,6,6
F:74c5f4d1395f,When Harry Met Sally...,Rob Reiner,1989,6,6
F:a9e6b3878b45,Bamako,Abderrahmane Sissako,2006,6,6
F:25c92cc36090,Intervention Divine,Elia Suleiman,2002,6,6
F:1f696ff5de67,La Vie d'Adèle  Chapitres 1 et 2,Abdel Kechiche,2013,6,6
F:82871fa40fd5,The New World,Terrence Malick,2005,6,6
F:9b6d7e6fd7d3,Un prophète,Jacques Audiard,2009,6,6
F:f60d8a411d0b,"Mujeres al borde de un ataque de ""nervios""",Pedro Almodóvar,1988,6,6
F:ff5bdf04a167,Zorns Lemma,Hollis Frampton,1970,6,6
F:8f681498cddb,Seven Chances,Buster Keaton,1925,6,6
F:021d58f95670,Vivir en Sevilla,Gonzalo García Pelayo,1978,6,6
F:8509b531b601,Dog Star Man,Stan Brakhage,1964,6,6
F:933ec9beaa5b,Speed Racer,The Wachowskis,2008,6,6
F:ba2ff6c9eac4,Carrie,Brian De Palma,1976,6,6
F:842f32097573,A Star Is Born,George Cukor,1954,6,6
F:2eb5e0cd3ccf,Cameraperson,Kirsten Johnson,2016,6,6
F:5e303ce5e4f2,Midare-Gumo,Mikio Naruse,1967,6,6
F:f74c44fe7e92,The Ghost and Mrs. Muir,Joseph L. Mankiewicz,1947,6,6
F:bef1d4864b29,Uccellacci e uccellini,Pier Paolo Pasolini,1966,6,6
F:a5d0909bfd7e,Le Crime de M. Lange,Jean Renoir,1935,6,6
F:141c47593aaa,Bambi,"David Hand, Perce Pearce",1942,6,6
F:024fe592458e,Ivanovo Detstvo,Andrei Tarkovsky,1962,6,6
F:fa5e7f56ebee,Salvatore Giuliano,Francesco Rosi,1962,6,6
F:f9781fc86d8b,La Rue Cases-Nègres,Euzhan Palcy,1983,6,6
F:92271c7dc38d,Shatranj-e Baad,Mohammad-Reza Aslani,1976,6,6
F:1629ef12b31b,12 Years a Slave,Steve McQueen,2013,6,6
F:54b0cbd18bbb,Paths of Glory,Stanley Kubrick,1957,6,6
F:89f4b5080984,Hunger,Steve McQueen,2008,6,6
F:9347a82e3372,Aparajito,Satyajit Ray,1956,6,6
F:fd7384f2c819,Vitalina Varela,Pedro Costa,2019,6,6
F:f26363208aeb,La terra trema,Luchino Visconti,1948,6,6
F:f70a5e5101b1,2 ou 3 choses que je sais d'elle,Jean-Luc Godard,1967,6,6
F:22e3b23afbdf,Skazka Skazok,Yuri Norstein,1979,6,6
F:62f2866d3bb5,Red River,Howard Hawks,1947,6,6
F:ac5ed19415a0,The Treasure of the Sierra Madre,John Huston,1947,6,6
F:a4c51ae5137c,Flaming Creatures,Jack Smith,1963,6,6
F:f556a9145024,Diqiu zuihou de yewan,Bi Gan,2018,6,6
F:4a5bb2892077,Marie Antoinette,Sofia Coppola,2005,6,6
F:a8708385b2e3,"Dr. Mabuse, der Spieler 1. Teil: Der große Spieler  Spieler - Ein Bild unserer Zeit",Fritz Lang,1922,6,6
F:578c62bb9d09,Short Cuts,Robert Altman,1993,6,6
F:c0586f89aede,Die Klavierspielerin,Michael Haneke,2001,6,6
F:5aac0def84d2,Lady Bird,Greta Gerwig,2017,6,6
F:6585623dc6cf,The Age of Innocence,Martin Scorsese,1993,6,6
F:33e3eab93092,Toy Story,John Lasseter,1995,6,6
F:ca45d2441e02,Shane,George Stevens,1952,6,6
F:cb9710eaaac9,Le Voyage dans la Lune,Georges Méliès,1902,6,6
F:27c512670976,Nothing but a Man,Michael Roemer,1964,6,6
F:dd26e0ec916e,La CARROZZA D'ORO,Jean Renoir,1952,6,6
F:5ccbed3ed039,The Sun Shines Bright,John Ford,1953,6,6
F:c21985a3eec4,The Scarlet Empress,Josef von Sternberg,1934,6,6
F:48f6f9148b34,Happy Hour,Ryusuke Hamaguchi,2015,6,6
F:2f78aa46dcb8,They Live by Night,Nicholas Ray,1948,6,6
F:f363acab3eb9,Skammen,Ingmar Bergman,1968,6,6
F:1e4add68afa4,A Colour Box,Len Lye,1935,6,6
F:cf6cb2112728,Ultimo Tango A Parigi,Bernardo Bertolucci,1972,6,6
F:3bc7224ae260,Az EN XX. SZAZADOM,Ildikó Enyedi,1989,6,6
F:c9caaff114b0,Duvidha,Mani Kaul,1973,6,6
F:eb38ff2949b1,Portrait of Jennie,Wilhelm Dieterle,1948,6,6
F:2d63d55ca187,Dishonored,Josef von Sternberg,1931,6,6
F:052c23677d2a,Faustrecht der Freheit,Rainer Werner Fassbinder,1975,6,6
F:d6bce4e6ffa4,Le Salaire de la peur,Henri-Georges Clouzot,1953,6,6
F:fa08c517c8ab,The Cook the Thief His Wife & Her Lover,Peter Greenaway,1989,6,6
F:7e039f75a299,The Wings of Eagles,John Ford,1956,6,6
F:23b7c68223e6,Ace in the Hole,Billy Wilder,1951,6,6
F:4cc94fb96c46,Ganja & Hess,Bill Gunn,1973,6,6
F:9bfb8652e23d,7 Women,John Ford,1965,6,6
F:795658b0a468,Orphée,Jean Cocteau,1950,6,6
F:dd8922e816e9,Tystnaden,Ingmar Bergman,1963,6,6
F:33e985a235a2,Ida,Pawel Pawlikowski,2014,6,6
F:db40f764c4e0,Jeder Für Sich Und Gott Gegen Alle,Werner Herzog,1974,6,6
F:dce89c1e461d,Amour,Michael Haneke,2012,6,6
F:9a480687a7e7,The Clock,Christian Marclay,2010,6,6
F:a0e97ad8bdd4,Mothlight,Stan Brakhage,1963,6,6
F:9c648373383b,The Devils,Ken Russell,1971,6,6
F:37dfc5b21ae7,The Terminator,James Cameron,1984,6,6
F:bd232d87d529,Ahfei Zhenjuang,Wong Kar Wai,1990,6,6
F:0491346a52ca,"L' une chante, l'autre pas",Agnès Varda,1976,6,6
F:5e1dfafa4c51,Palombella Rossa,Nanni Moretti,1989,6,6
F:5f7bf751f347,Lola,Jacques Demy,1961,6,6
F:3852b557c520,Thelma & Louise,Ridley Scott,1991,6,6
F:9add670ca01e,Elephant,Gus Van Sant,2003,6,6
F:8434936e6154,Monty Python's Life of Brian,Terry Jones,1979,6,6
F:44e85b14693b,Narayama Bushi-Kô,Shohei Imamura,1983,6,6
F:6dce6699f9c1,Chronik Der Anna Magdalena Bach,Jean-Marie Straub,1968,6,6
F:3a7dbc0df0c9,Roma,Federico Fellini,1972,6,6
F:ae24be4474d6,Wild at Heart,David Lynch,1990,6,6
F:67e4464eabeb,"Dance, Girl, Dance",Dorothy Arzner,1940,6,6
F:e8d2748de292,Before Sunset,Richard Linklater,2004,6,6
F:68833666b0ff,Gangs of Wasseypur,Anurag Kashyap,2012,5,5
F:b2a7ef1dc935,Hana-Bi,Takeshi Kitano,1997,5,5
F:ee3b9dd8a7d5,Onibaba,Kaneto Shindo,1964,5,5
F:513a2be572a8,The French Connection,William Friedkin,1971,5,5
F:bfe5d9d523ed,Akira Kurosawa's Dreams,Akira Kurosawa,1990,5,5
F:8d23686057fa,Krótki Film O Zabijaniu,Krzysztof Kieslowski,1987,5,5
F:4c5dc849b88b,Gegen Die Wand,Fatih Akin,2003,5,5
F:22a39aaa9252,Zabriskie Point,Michelangelo Antonioni,1970,5,5
F:221a46a574d6,"4 Luni, 3 Saptamini Si 2 Zile",Cristian Mungiu,2007,5,5
F:dfc3ec48e6dd,Nitrate Kisses,Barbara Hammer,1992,5,5
F:73bc2b4ab8ea,Invasión,Hugo Santiago,1969,5,5
F:9092dd8aef43,Call Me by Your Name,Luca Guadagnino,2017,5,5
F:e414fbe0b027,A Hard Day's Night,Richard Lester,1964,5,5
F:264b0bf1dd83,Bless Their Little Hearts,Billy Woodberry,1983,5,5
F:8ccaf0311759,Alice In Den Städten,Wim Wenders,1974,5,5
F:c6032c33754d,Tirez Sur Le Pianiste,François Truffaut,1960,5,5
F:a5770030b496,Stagecoach,John Ford,1939,5,5
F:5b9c8bdee226,"Love Is the Message, the Message Is Death",Arthur Jafa,2016,5,5
F:5d99bc43562a,Anatomy of a Murder,Otto Preminger,1959,5,5
F:8e8a8b10ef98,Mediterranee,Jean-Daniel Pollet,1963,5,5
F:a4fbb368886c,La MAISON DES BOIS,Maurice Pialat,2000,5,5
F:64af353ded24,A Serious Man,"Joel Coen, Ethan Coen",2009,5,5
F:c0fb0aee874a,La Petite Vendeuse de 'Soleil',Djibril Diop Mambéty,1999,5,5
F:4a156fefa5cb,In the Cut,Jane Campion,2003,5,5
F:64ab12e0c6ea,I Am Not Your Negro,Raoul Peck,2016,5,5
F:45b24d0baf76,Ivan Grozni Ii  Boyarski Zagorov,Sergei M. Eisenstein,1958,5,5
F:aee812d4faf1,Dawson City: Frozen Time,Bill Morrison,2016,5,5
F:219f0fe7d6f9,The Souvenir,Joanna Hogg,2018,5,5
F:b4d61a735aa6,Listen to Britain,"Humphrey Jennings, Stewart McAllister",1942,5,5
F:dc69230484fa,Hannah and Her Sisters,Woody Allen,1986,5,5
F:26be51a0abcf,The END OF EVANGELION,Hideaki Anno,1997,5,5
F:84611495dbe0,In film nist,"Jafar Panahi, Mojtaba Mirtahmaseb",2011,5,5
F:45a8e45c3691,The Talented Mr. Ripley,Anthony Minghella,1999,5,5
F:1bd2534c8158,Lazzaro felice,Alice Rohrwacher,2018,5,5
F:703e064069d1,The English Patient,Anthony Minghella,1996,5,5
F:6407c8c257a9,A Ghost Story,David Lowery,2017,5,5
F:3f3ddbcd3f37,Shanghai Express,Josef von Sternberg,1932,5,5
F:69037f12168c,Before Sunrise,Richard Linklater,1995,5,5
F:d393b8283dae,Maynila sa mga kuko ng liwanag,Lino Brocka,1975,5,5
F:d42aca6e5fa1,Madeo,Bong Joon-ho,2009,5,5
F:e35009677263,The Producers,Mel Brooks,1968,5,5
F:15a0d8d8fb5b,The Girl Chewing Gum,John Smith,1976,5,5
F:0aec7c4badf9,Les Vacances de M. Hulot,Jacques Tati,1953,5,5
F:f82430c94120,Boogie Nights,Paul Thomas Anderson,1997,5,5
F:9e22de7eb9ed,Walkabout,Nicolas Roeg,1970,5,5
F:3940db993e0a,Within Our Gates,Oscar Micheaux,1919,5,5
F:a3132936b824,A Moment of Innocence,Mohsen Makhmalbaf,1996,5,5
F:b3c8e2868bec,La Pointe Courte,Agnès Varda,1954,5,5
F:4c11c72054c5,Faust  Eine Deutsche Volkssage,F.W. Murnau,1926,5,5
F:ee860a1dac92,Week End,Jean-Luc Godard,1967,5,5
F:fe031910e1c0,Cet Obscur Objet Du Désir,Luis Buñuel,1977,5,5
F:2aad0b1278e1,Dont Look Back,D.A. Pennebaker,1967,5,5
F:c1096be11b09,Remorques,Jean Grémillon,1939,5,5
F:e4f2c6859086,Rocky,John G. Avildsen,1976,5,5
F:8a826d8712a7,Everything Everywhere All At Once,"Daniel Kwan, Daniel Scheinert",2022,5,5
F:88bb0db89f16,Amélie,Jean-Pierre Jeunet,2001,5,5
F:3507dda6aee1,Rain,Joris Ivens,1929,5,5
